"article","link","contributors","about","year","cited","addonlinks","year"
"Convolution neural network model for predicting single guide RNA efficiency in CRISPR/Cas9 system","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:TQgYirikUcIC","H Shrawgi, DS Sisodia","Chemometrics and Intelligent Laboratory Systems 189, 149-154",", 2019","4","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13415234763609418123","2019"
"A comparative performance of classification algorithms in predicting alcohol consumption among secondary school students","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:dhFuZR0502QC","DS Sisodia, R Agrawal, D Sisodia","Machine Intelligence and Signal Analysis, 523-532",", 2019","4","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12364257545176978680","2019"
"Performance evaluation of large data clustering techniques on web robot session data","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:mVmsd5A6BfQC","DS Sisodia, R Borkar, H Shrawgi","Machine Intelligence and Signal Analysis, 545-553",", 2019","4","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=780436539065664411","2019"
"Analysis of public sentiments about mega online sale using tweets on big billions day sale","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:4DMP91E08xMC","DS Sisodia, R Reddy","Sentiment analysis and knowledge discovery in contemporary business, 59-76",", 2019","4","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8392490461835029048","2019"
"A subtractive relational fuzzy c-medoids clustering approach to cluster web user sessions from web server logs","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:_FxGoFyzp5QC","DS Sisodia, S Verma, OP Vyas","International Journal of Applied Engineering Research 12 (7), 1142-1150",", 2017","4","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13249202027503645002","2017"
"Framework for Preprocessing and Feature Extraction from Weblogs for Identification of HTTP Flood Request Attacks","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:M3NEmzRMIkIC","DS Sisodia, N Verma","2018 International Conference on Advanced Computation and Telecommunication …",", 2018","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13712261261393074661","2018"
"Performance evaluation of density-based clustering methods for categorizing web robot sessions","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:maZDTaKrznsC","DS Sisodia, N Verma","2018 International Conference on Advanced Computation and Telecommunication …",", 2018","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10094362189794574624","2018"
"Categorization performance of unsupervised learning techniques for web robots sessions","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:-f6ydRqryjwC","DS Sisodia, R Khandelwal, A Anuragi","2018 International Conference on Inventive Research in Computing …",", 2018","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12758721043538151177","2018"
"Performance of unsupervised learning algorithms for online document clustering","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:hC7cP41nSMkC","DS Sisodia, A Verma","2018 International Conference on Inventive Research in Computing …",", 2018","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5865609414330021893","2018"
"Augmented Session Similarity Based Framework for Measuring Web User Concern from Web Server Logs","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:LkGwnXOMwfcC","DS Sisodia","International Journal on Advanced Science, Engineering and Information …",", 2017","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8327636685633315309","2017"
"A Conglomerate Relational Fuzzy Approach for Discovering Web User Session Clusters from Web Server Logs","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:zYLM7Y9cAGgC","DS Sisodia, S Verma, OP Vyas","International Journal of Engineering and Technology 8 (3), 1433-1443",", 2016","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11210321692230850354","2016"
"Application of Weblogs to Construct Smart Web servers to handle user Traffic efficiently","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:d1gkVwhDpl0C","DS Sisodia, S Verma","International Journal of Advanced Computer Eng Ineering and Architecture …",", 2011","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=401700011934590282","2011"
"Deep neural network-based multi-stakeholder recommendation system exploiting multi-criteria ratings for preference learning","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:xtRiw3GOFMkC","R Shrivastava, DS Sisodia, NK Nagwani","Expert Systems with Applications 213, 119071",", 2023","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9796191177380605904","2023"
"Semi-Supervised Self-Training Approach for Web Robots Activity Detection in Weblog","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:dfsIfKJdRG4C","RR Jagat, DS Sisodia, P Singh","Evolutionary Computing and Mobile Sustainable Networks: Proceedings of …",", 2022","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3183152327847086722","2022"
"Data sampling methods for analyzing publishers conduct from highly imbalanced dataset in web advertising","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:KxtntwgDAa4C","D Sisodia, DS Sisodia","International conference on information systems and management Science, 428-441",", 2021","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1539757360381042315","2021"
"Augmented sequence features and subcellular localization for functional characterization of unknown protein sequences","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:rO6llkc54NcC","S Agrawal, DS Sisodia, NK Nagwani","Medical & Biological Engineering & Computing 59, 2297-2310",", 2021","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=768551732891367237","2021"
"Multi-function prediction of unknown protein sequences using multilabel classifiers and augmented sequence features","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:M05iB0D1s5AC","S Agrawal, DS Sisodia, NK Nagwani","Iranian Journal of Science and Technology, Transactions A: Science 45 (4 …",", 2021","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4294879715135033724","2021"
"Prospecting the Effect of Topic Modeling in Information Retrieval","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:HoB7MX3m0LUC","A Sharaff, JK Dewangan, DS Sisodia","International Journal on Semantic Web and Information Systems (IJSWIS) 17 (3 …",", 2021","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6924141649010341484","2021"
"Data Imputation-Based Learning Models for Prediction of Diabetes","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:2P1L_qKh6hAC","DS Sisodia, R Agrawal","2020 International Conference on Decision Aid Sciences and Application (DASA …",", 2020","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9944234297207131364","2020"
"Evolutionary Intelligence-Based Feature Descriptor Selection for Efficient Identification of Anti-Cancer Peptides","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:hMod-77fHWUC","D Singh, DS Sisodia, P Singh","Handbook of Research on Advancements of Artificial Intelligence in …",", 2020","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15848474645374743648","2020"
"Cognitive framework for HIV-1 protease cleavage site classification using evolutionary algorithm","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:R3hNpaxXUhUC","D Singh, DS Sisodia, P Singh","Arabian Journal for Science and Engineering 44, 9007-9027",", 2019","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5775232263050126830","2019"
"Performance evaluation of ensemble learners on smartphone sensor generated human activity data set","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:HDshCWvjkbEC","DS Sisodia, AK Yogi","Data, Engineering and Applications: Volume 2, 277-284",", 2019","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7955819377195620556","2019"
"Investigation of feature selection techniques on performance of automatic text categorization","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:hFOr9nPyWt4C","DS Sisodia, A Shukla","Data, Engineering and Applications: Volume 1, 71-82",", 2019","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=179763084808575617","2019"
"Agglomerative Similarity Measure Based Automated Clustering of Scholarly Articles","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:9ZlFYXVOiuMC","DS Sisodia, M Choudhary, T Vandana, R Rai","Machine Intelligence and Signal Analysis, 533-544",", 2019","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11332827234987853601","2019"
"Comparative performance of interestingness measures to identify redundant and noninformative rules from web usage data","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:3fE2CSJIrl8C","DS Sisodia, R Singhal, V Kandal","International Journal of Technology 9 (1), 201-211",", 2018","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8259966225715154219","2018"
"Web Access Patterns of Actual Human Visitors and Web Robots: A Correlated Examination","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:8k81kl-MbHgC","DS Sisodia","Handbook of Research on Pattern Engineering System Development for Big Data …",", 2018","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14240696422528239519","2018"
"A subtractive medoids selection based fuzzy relational clustering of augmented web user sessions","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:hqOjcs7Dif8C","DS Sisodia","Journal of Intelligent & Fuzzy Systems 33 (4), 2259-2268",", 2017","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13130411203444530540","2017"
"Analysis of spamming threats and some possible solutions for online social networking sites (OSNS)","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:2osOgNQ5qMEC","DS Sisodia, S Verma","International Journal of Computer and Information Engineering 9 (3), 762-766",", 2015","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13027575052918157144","2015"
"DISET: a distance based semi-supervised self-training for automated users’ agent activity detection from web access log","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:CHSYGLWDkRkC","RR Jagat, DS Sisodia, P Singh","Multimedia Tools and Applications 82 (13), 19853-19876",", 2023","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4235742440248186310","2023"
"Utility optimization-based multi-stakeholder personalized recommendation system","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:f2IySw72cVMC","R Shrivastava, DS Sisodia, NK Nagwani","Data Technologies and Applications",", 2022","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18271001442048329540","2022"
"Deep networks for brachial plexus nerves segmentation and detection using ultrasound images","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:ZHo1McVdvXMC","K Pisda, P Jain, DS Sisodia","Information Systems and Management Science: Conference Proceedings of 3rd …",", 2022","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11226337415979212376","2022"
"An Efficient MR Images Based Analysis to Predict Alzheimer's Dementia Stage Using Random Forest Classifier","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:P5F9QuxV20EC","VG Shankar, DS Sisodia, P Chandrakar","International Conference on Information Systems and Management Science, 104-119",", 2021","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14359131409482416255","2021"
"Longest Common Subsequence based Multistage Collaborative Filtering for Recommender Systems","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:70eg2SAEIzsC","DS Sisodia, I NehaPriyanka, P Amulya","2020 21st International Arab Conference on Information Technology (ACIT), 1-5",", 2020","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17435220025303640859","2020"
"Neuro-Fuzzy Approach for Reconstruction of 3-D Spine Model Using 2-D Spine Images and Human Anatomy","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:isC4tDSrTZIC","S Agrawal, DS Sisodia, NK Nagwani","Next Generation Computing Technologies on Computational Intelligence: 4th …",", 2019","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11637205217423242353","2019"
"An empirical analysis of instance-based transfer learning approach on protease substrate cleavage site prediction","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:7PzlFSSx8tAC","D Singh, DS Sisodia, P Singh","Machine Intelligence and Signal Analysis, 59-70",", 2019","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16621176576626804010","2019"
"Machine Learning Models for Forecasting of Individual Stocks Price Patterns","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:MXK_kJrjxJIC","Dilip Singh Sisodia, Sagar Jadhav","Handbook of Research on Pattern Engineering System Development for Big Data …",", 2018","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6936834707066985086","2018"
"Ordinal Consistency based Matrix Factorization model for Exploiting Side Information in Collaborative Filtering","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:vRqMK49ujn8C","A Pujahari, DS Sisodia","Information Sciences, 119258",", 2023","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2023"
"On Diverse and Serendipitous Item Recommendation: A Reinforced Similarity and Multi-objective Optimization-Based Composite Recommendation Framework","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:08ZZubdj9fEC","R Shrivastava, DS Sisodia, NK Nagwani","Machine Intelligence Techniques for Data Analysis and Signal Processing …",", 2023","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2023"
"Performance Evaluation of TQWT and EMD for Automated Major Depressive Disorder Detection Using EEG Signals","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=20&pagesize=80&citation_for_view=CExet0QAAAAJ:tOudhMTPpwUC","A Anuragi, DS Sisodia, RB Pachori, D Singh","Machine Intelligence Techniques for Data Analysis and Signal Processing …",", 2023","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2023"
"Evaluating Feature Importance to Investigate Publishers Conduct for Detecting Click Fraud","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:l7t_Zn2s7bgC","D Sisodia, DS Sisodia, D Singh","Machine Intelligence Techniques for Data Analysis and Signal Processing …",", 2023","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2023"
"Stacked Generalization Architecture for Predicting Publisher Behaviour from Highly Imbalanced User-Click Data Set for Click Fraud Detection","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:738O_yMBCRsC","D Sisodia, DS Sisodia","New Generation Computing, 1-26",", 2023","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2023"
"Web-S4AE: a semi-supervised stacked sparse autoencoder model for web robot detection","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:K3LRdlH-MEoC","RR Jagat, DS Sisodia, P Singh","Neural Computing and Applications, 1-16",", 2023","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2023"
"Automated Classification of Focal and Non-focal Epileptic iEEG Signals using 1D-Convolutional Neural Network","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:4fKUyHm3Qg0C","AS Jangde, DS Sisodia","2023 2nd International Conference on Applied Artificial Intelligence and …",", 2023","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2023"
"Classification of focal and non-focal EEG signals using optimal geometrical features derived from a second-order difference plot of FBSE-EWT rhythms","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:uWQEDVKXjbEC","A Anuragi, DS Sisodia, RB Pachori","Artificial Intelligence in Medicine 139, 102542",", 2023","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2023"
"Preface: Proceedings of the 1st International Conference on Computational Intelligence and Network Security-2022 (ICCINS-2022)","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:tS2w5q8j5-wC","KJ Naik, P Chandrakar, DS Sisodia","COMPUTATIONAL INTELLIGENCE AND NETWORK SECURITY 2724 (1), 010001",", 2023","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2023"
"Balancing Techniques for Improving Automated Detection of Hate Speech and Offensive Language on Social Media","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:p2g8aNsByqUC","BAC Reddy, GK Chandra, DS Sisodia, A Anuragi","2023 2nd International Conference for Innovation in Technology (INOCON), 1-8",", 2023","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2023"
"A Novel Continuous-time Hidden Markov Model Based on a Bag of Features Extracted from MR Brain Images for Alzheimer's Stage Progression and Detection.","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:SP6oXDckpogC","VG Shankar, DS Sisodia, P Chandrakar","Current Medical Imaging",", 2023","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2023"
"Functional characterization of unknown protein sequences using Neuro-Fuzzy based machine learning approach and sequence augmented feature","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:_xSYboBqXhAC","S Agrawal, DS Sisodia, NK Nagwani","Expert Systems with Applications 205, 117760",", 2022","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2022"
"A Novel PCA-Logistic Regression for Intrusion Detection System","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:WbkHhVStYXYC","RO Ogundokun, M Odusami, DS Sisodia, JB Awotunde, DP Tiwari","International Conference on Information Systems and Management Science, 575-588",", 2022","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2022"
"Diagnosis Expert System on Breast Cancer Using Fuzzy Logic and Clustering Technique","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:Tiz5es2fbqcC","JB Awotunde, DS Sisodia, PA Ayodele, RO Ogundokun, VS Chouhan","International Conference on Information Systems and Management Science, 589-601",", 2022","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2022"
"Automated Spoken Language Identification Using Convolutional Neural Networks & Spectrograms","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:u9iWguZQMMsC","H Shrawgi, DS Sisodia, P Gupta","International Conference on Information Systems and Management Science, 152-163",", 2022","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2022"
"Low-Dose COVID-19 CT Image Denoising Using CNN and its Method Noise Thresholding.","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:D03iK_w7-QYC","M Diwakar, NK Pandey, R Singh, D Sisodia, C Arya, P Singh, ...","Current Medical Imaging",", 2022","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2022"
"Function Characterization of Unknown Protein Sequences Using One Hot Encoding and Convolutional Neural Network Based Model","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:XiSMed-E-HIC","S Agrawal, DS Sisodia, NK Nagwani","International Conference on Machine Intelligence and Signal Processing, 267-277",", 2022","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2022"
"Fair Exposure: A Multi-stakeholder Personalized Recommendation System Based on Multi-objective Optimization","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:SeFeTyx0c_EC","R Shrivastava, DS Sisodia, NK Nagwani","Information Systems and Management Science: Conference Proceedings of 3rd …",", 2022","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2022"
"Multiple aggregation model using Ensembles Classifier for feature selection: A Homogeneous Approach","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:pyW8ca7W8N0C","SS Kshatri, D Singh, DS Sisodia","2021 IEEE International Conference on Technology, Research, and Innovation …",", 2021","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2021"
"Analysis of the Effect of Feature Selection and Class Balancing Methods with Supervised Algorithms in Web Robot Detection Problem","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:nb7KW1ujOQ8C","RR Jagat, DS Sisodia, P Singh","International Conference on Information Systems and Management Science, 442-453",", 2021","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2021"
"2020 First International Conference on Power, Control and Computing Technologies (ICPC2T) 03-05 January 2020 Department of Electrical Engineering","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:BqipwSGYUEgC","AD Prasad, AY Abdelaziz, A Sharaff, A Roy, A Kumar, A Pujahari, ...","","","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2020"
"A Comparative Performance Study of Machine Learning Algorithms for Sentiment Analysis of Movie Viewers","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:ns9cj8rnVeAC","DS Sisodia, S Bhandari, NK Reddy, A Pujahari","Performance Management of Integrated Systems and its Applications in …",", 2019","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2019"
"Genetic Algorithm Based Pre-Processing Strategy for High Dimensional Micro-Array Gene Classification: Application of Nature Inspired Intelligence","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:L8Ckcad2t8MC","D Singh, DS Sisodia, P Singh","Nature-Inspired Algorithms for Big Data Frameworks, 22-46",", 2019","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2019"
"An Empirical Investigation of Discretization Techniques on the Classification of Protein–Protein Interaction","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:QIV2ME_5wuYC","DS Sisodia, M Singh","Machine Intelligence and Signal Analysis, 509-521",", 2019","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2019"
"A Relative Performance of Dissimilarity Measures for Matching Relational Web Access Patterns between User Sessions","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:5nxA0vEk-isC","DS Sisodia","Handbook of Research on Pattern Engineering System Development for Big Data …",", 2018","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2018"
"Evaluation of Mutual Influence and Correlation Performance between Global Stock Indices Using Unsupervised Learning","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:kNdYIx-mwKoC","DS Sisodia, S Jadhav","International Journal of Applied Business and Economic Research 15 (26), 125-137",", 2017","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2017"
"A Comprehensive Comparative Performance of Different Mobile Ad-Hoc Network Routing Protocols with Increasing Node Instances","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:0EnyYjriUFMC","DS Sisodia, R Singhal, V Khandal","Far East Journal of Electronics and Communications 17 (5), 1047-1064",", 2017","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2017"
"INDIA Com-2016","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:ufrVoPGSRksC","MN Hoda","","","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao","2016"
"Machine Intelligence Techniques for Data Analysis and Signal Processing","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=CExet0QAAAAJ&cstart=100&pagesize=100&citation_for_view=CExet0QAAAAJ:B3FOqHPlNUQC","DS Sisodia, L Garg, RB Pachori, M Tanveer","","","","https://scholar.google.com/citations?user=CExet0QAAAAJ&hl=en&oi=ao",""
