"article","link","contributors","about","year","cited","addonlinks","year"
"Predicting Alcohol Consumption Behaviours of the Secondary Level Students","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:ye4kPcJQO24C","AK Shukla, P Singh, M Vardhan","Proceedings of 3rd International Conference on Internet of Things and …",", 2018","4","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14286575605508175699","2018"
"Sentiment Analysis Using Tuned Ensemble Machine Learning Approach","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:olpn-zPbct0C","P Singh","Advances in Data and Information Sciences, 287-297",", 2018","4","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1252449023360126791","2018"
"Bug Mining Model Based on Event-Component Similarity to Discover Similar and Duplicate GUI Bugs","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:bFI3QPDXJZMC","NK Nagwani, P Singh","2009 IEEE International Advance Computing Conference, 1388-1392",", 2009","4","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17579481232387067170","2009"
"Medical Diagnosis of Coronary Artery Disease Using Fuzzy Rule-Based Classification Approach","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:XoXfffV-tXoC","N Singh, P Singh","Advances in Biomedical Engineering and Technology, 321-330",", 0","4","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8382650236594776312",""
"Comparative study of Ensemble learning Algorithms on Early Stage Diabetes Risk Prediction","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:8d8msizDQcsC","M Banchhor, P Singh","2021 2nd International Conference for Emerging Technology (INCET), 1-6",", 2021","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3348344971715746583","2021"
"Deciphering the function of unknown Leishmania donovani cytosolic proteins using hyperparameter-tuned random forest","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:oNZyr7d5Mn4C","P Singh, A Kumar","Network Modeling Analysis in Health Informatics and Bioinformatics 9 (1), 1-9",", 2020","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9681937181835220","2020"
"Multi-classifier model for software fault prediction.","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:eflP2zaiRacC","P Singh, S Verma","Int. Arab J. Inf. Technol. 15 (5), 912-919",", 2018","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12585283000829624466","2018"
"Comprehensive model for software fault prediction","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:Mojj43d5GZwC","P Singh","2017 International Conference on Inventive Computing and Informatics (ICICI …",", 2017","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7141928071643456882","2017"
"Knowledge transfer software fault learning","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:HE397vMXCloC","P Singh","2017 International Conference on Inventive Computing and Informatics (ICICI …",", 2017","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3840545609206020932","2017"
"Effectiveness analysis of consistency based feature selection in Software fault Prediction","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:RYcK_YlVTxYC","P Singh, S Verma","International Journal of Advancements in Computer Science and Information …",", 2012","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18162002094945258071","2012"
"Transfer Learning Based Lightweight Ensemble Model for Imbalanced Breast Cancer Classification","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:XvxMoLDsR5gC","S Garg, P Singh","IEEE/ACM Transactions on Computational Biology and Bioinformatics",", 2022","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13542450949030828657","2022"
"Semi-Supervised Self-Training Approach for Web Robots Activity Detection in Weblog","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:4hFrxpcac9AC","RR Jagat, DS Sisodia, P Singh","Evolutionary Computing and Mobile Sustainable Networks, 911-924",", 2022","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3183152327847086722","2022"
"Exploring the effect of normalization on medical data classification","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:HtEfBTGE9r8C","N Singh, P Singh","2021 International Conference on Artificial Intelligence and Machine Vision …",", 2021","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1843911546453794082","2021"
"Evolutionary Intelligence-Based Feature Descriptor Selection for Efficient Identification of Anti-Cancer Peptides","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:PoWvk5oyLR8C","D Singh, DS Sisodia, P Singh","Handbook of Research on Advancements of Artificial Intelligence in …",", 2020","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15848474645374743648","2020"
"Stacking based approach for prediction of faulty modules","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:xtoqd-5pKcoC","P Singh","2019 IEEE Conference on Information and Communication Technology, 1-6",", 2019","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5308974225995923588","2019"
"Cognitive Framework for HIV-1 Protease Cleavage Site Classification Using Evolutionary Algorithm","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:b1wdh0AR-JQC","D Singh, DS Sisodia, P Singh","Arabian Journal for Science and Engineering 44 (11), 9007-9027",", 2019","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5775232263050126830","2019"
"Impact of word embedding models on text analytics in deep learning environment: a review","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:9c2xU6iGI7YC","DS Asudani, NK Nagwani, P Singh","Artificial Intelligence Review, 1-81",", 2023","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=151156941868078995","2023"
"Survey on Fruit Classification Using Deep Learning Techniques","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:IRz6iEL74y4C","S Petluru, P Singh","International Conference on Information Systems and Management Science, 497-505",", 2023","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7971680441381992770","2023"
"DISET: a distance based semi-supervised self-training for automated users’ agent activity detection from web access log","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:mlAyqtXpCwEC","RR Jagat, DS Sisodia, P Singh","Multimedia Tools and Applications, 1-24",", 2022","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4235742440248186310","2022"
"Transfer Learning-based Facial Expression Recognition with modified ResNet50","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:DUooU5lO8OsC","S Petluru, P Singh","2022 IEEE World Conference on Applied Intelligence and Computing (AIC), 237-241",", 2022","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4898125542839370452","2022"
"A Survey on Visual Question Answering","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:GtLg2Ama23sC","M Banchhor, P Singh","2021 2nd Global Conference for Advancement in Technology (GCAT), 1-5",", 2021","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3614714697695095131","2021"
"Software Defect Prediction by Strong Machine Learning Classifier","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:Ri6SYOTghG4C","M Nevendra, P Singh","Intelligent Computing and Communication Systems, 321-329",", 2021","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6084207332495351572","2021"
"Protected Health Information De-Identification on Visual and Textual Features using Transfer Learning","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:ruyezt5ZtCIC","MS Nikhila, V Kornapalli, P Singh","2020 4th International Conference on Intelligent Computing and Control …",", 2020","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2825017414486253704","2020"
"Prediction priority of defective modules for testing resource allocation","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:SpbeaW3--B0C","P Singh, M Nevendra","International Conference on Distributed Computing and Internet Technology …",", 2020","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13668697254573827419","2020"
"An Empirical Analysis of Instance-Based Transfer Learning Approach on Protease Substrate Cleavage Site Prediction","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:yB1At4FlUx8C","D Singh, DS Sisodia, P Singh","Machine Intelligence and Signal Analysis, 59-70",", 2019","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16621176576626804010","2019"
"Automated Tool for Extraction of Software Fault Data","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:XiVPGOgt02cC","P Singh, S Verma","Advances in Data and Information Sciences, 29-37",", 2018","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11714549659925981295","2018"
"An efficient density-based algorithm for clustering gene expressions","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:eJXPG6dFmWUC","PA Meshram, P Singh","BIOSCIENCE BIOTECHNOLOGY RESEARCH COMMUNICATIONS 10 (2), 25-31",", 2017","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3976646494216395443","2017"
"Web-S4AE: a semi-supervised stacked sparse autoencoder model for web robot detection","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:HIFyuExEbWQC","RR Jagat, DS Sisodia, P Singh","Neural Computing and Applications, 1-16",", 2023","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao","2023"
"An aggregated loss function based lightweight few shot model for plant leaf disease classification","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:dBIO0h50nwkC","S Garg, P Singh","Multimedia Tools and Applications, 1-19",", 2023","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao","2023"
"Analysis of the Effect of Feature Selection and Class Balancing Methods with Supervised Algorithms in Web Robot Detection Problem","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:WJVC3Jt7v1AC","RR Jagat, DS Sisodia, P Singh","International Conference on Information Systems and Management Science, 442-453",", 2023","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao","2023"
"HTL-DP: Homogeneous Transfer Learning for Defect Prediction","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:2VqYfGB8ITEC","M Nevendra, P Singh","International Conference on Information Systems and Management Science, 257-267",", 2023","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao","2023"
"LightMobileNetV2: A Lightweight Model for the Classification of COVID-19 Using Chest X-Ray Images","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=20&pagesize=80&citation_for_view=Pg36s_QAAAAJ:_5tno0g5mFcC","S Garg, P Singh","International Conference on Information Systems and Management Science, 142-150",", 2023","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao","2023"
"Image Generation Using GPT-2","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=100&pagesize=100&citation_for_view=Pg36s_QAAAAJ:6ZxmRoH8BuwC","R Pupale, A Shrivastava, P Singh","International Conference on Information Systems and Management Science, 131-141",", 2023","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao","2023"
"Multi-Part Knowledge Distillation for the Efficient Classification of Colorectal Cancer Histology Images","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=100&pagesize=100&citation_for_view=Pg36s_QAAAAJ:QYdC8u9Cj1oC","S Garg, P Singh","2022 IEEE Bombay Section Signature Conference (IBSSC), 1-6",", 2022","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao","2022"
"Cross-Project Defect Prediction with Metrics Selection and Balancing Approach","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=100&pagesize=100&citation_for_view=Pg36s_QAAAAJ:OTTXONDVkokC","M Nevendra, P Singh","Applied Computer Systems 27 (2), 137-148",", 2022","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao","2022"
"A Survey of Software Defect Prediction Based on Deep Learning","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=100&pagesize=100&citation_for_view=Pg36s_QAAAAJ:umqufdRvDiIC","M Nevendra, P Singh","Archives of Computational Methods in Engineering 29 (7), 5723-5748",", 2022","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao","2022"
"Boosting Approach for Multiclass Fake News Detection","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=100&pagesize=100&citation_for_view=Pg36s_QAAAAJ:0N-VGjzr574C","R Kareddula, P Singh","Proceedings of International Conference on Recent Trends in Machine Learning …",", 2021","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao","2021"
"Epileptic Seizure Detection From EEG Signals Using Bagged Ensemble Approach","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=100&pagesize=100&citation_for_view=Pg36s_QAAAAJ:HbR8gkJAVGIC","P Singh, SK Appikatla","Handbook of Research on Advancements of Artificial Intelligence in …",", 2020","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao","2020"
"Genetic Algorithm Based Pre-Processing Strategy for High Dimensional Micro-Array Gene Classification: Application of Nature Inspired Intelligence","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=100&pagesize=100&citation_for_view=Pg36s_QAAAAJ:EYYDruWGBe4C","D Singh, DS Sisodia, P Singh","Nature-Inspired Algorithms for Big Data Frameworks, 22-46",", 2019","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao","2019"
"Knowledge discovery in software defect datasets using learning algorithms","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=100&pagesize=100&citation_for_view=Pg36s_QAAAAJ:-FonjvnnhkoC","M Nevendra, P Singh","Journal of Software Engineering Tools & Technology Trends 5 (2), 18-26",", 2018","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao","2018"
"Software Defect Prediction by Strong mkkS Machine Learning Classifier","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=100&pagesize=100&citation_for_view=Pg36s_QAAAAJ:FAceZFleit8C","M Nevendra, P Singh","","","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao",""
"Forecasting of Air Pollutants Particulate Matter and Carbon Mono-oxide concentration in Delhi City using ARIMA Model and Artificial Neural Network","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Pg36s_QAAAAJ&cstart=100&pagesize=100&citation_for_view=Pg36s_QAAAAJ:VOx2b1Wkg3QC","M Singh, SP Mahapatra, S Nigam, P Singh, K Gupta","","","","https://scholar.google.com/citations?user=Pg36s_QAAAAJ&hl=en&oi=ao",""
