"article","link","contributors","about","year","cited","addonlinks","year"
"Clustering based URL normalization technique for Web mining","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:zYLM7Y9cAGgC","NK Nagwani","2010 International Conference on Advances in Computer Engineering, 349-351",", 2010","4","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9897491911996894581","2010"
"An agile based model for change-Oriented software engineering","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:OU6Ihb5iCvQC","NK Nagwani, P Singh","IEEE International Journal of Recent Trends in Engineering 1 (1)",", 2009","4","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18341355168521218657","2009"
"Bug Mining Model Based on Event-Component Similarity to Discover Similar and Duplicate GUI Bugs","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:roLk4NBRz8UC","NK Nagwani, P Singh","2009 IEEE International Advance Computing Conference, 1388-1392",", 2009","4","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17579481232387067170","2009"
"Weight Similarity Measurement Model Based","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:XiVPGOgt02cC","NK Nagwani, P Singh","Object Oriented Approach for Bug Databases Mining to Detect Similar and …",", 2009","4","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17011345895603482357","2009"
"A hybrid deep learning approach for stock price prediction","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:yD5IFk8b50cC","A Dutta, G Pooja, N Jain, RR Panda, NK Nagwani","Machine Learning for Predictive Analysis: Proceedings of ICTIS 2020, 1-10",", 2021","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4306688542282068646","2021"
"RANKuser: A folksonomy and user profile based algorithm to identify experts in Community Question Answering sites","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:hMod-77fHWUC","AK Singh, NK Nagwani, S Pandey","Data Technologies and Applications",", 2018","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1985449118786974260","2018"
"Optimal channel selection on Electroencephalography (EEG) device data using feature re-ranking and rough set theory on eye state classification problem","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:JV2RwH3_ST0C","M Sahu, NK Nagwani","Journal of Medical Imaging and Health Informatics 8 (2), 214-222",", 2018","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11808266637222557297","2018"
"Effect of N-Grams Technique in Preprocessing of Email Spam Filtering","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:maZDTaKrznsC","A Sharaff, NK Nagwani","International Journal of Applied Evolutionary Computation (IJAEC) 8 (1), 26-37",", 2017","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9842726579264386937","2017"
"Generating intelligent summary terms for improving knowledge discovery in software bug repositories","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:R3hNpaxXUhUC","NK Nagwani, S Verma","International Journal of Software Engineering and Knowledge Engineering 26 …",", 2016","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11966501208355776433","2016"
"On studying the effect of sample size in evaluation of bug classifiers","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:WF5omc3nYNoC","NK Nagwani, S Verma","Indian Journal of Science and Technology 6 (1), 3849-55",", 2013","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9998454241740745757","2013"
"Prof. NK Nagwani","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:D_sINldO8mEC","S Chakraborty","Analysis and Study of Incremental DBSCAN Clustering Algorithm",", 0","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16113356372835022860",""
"Deep neural network-based multi-stakeholder recommendation system exploiting multi-criteria ratings for preference learning","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:HE397vMXCloC","R Shrivastava, DS Sisodia, NK Nagwani","Expert Systems with Applications 213, 119071",", 2023","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9796191177380605904","2023"
"Augmented sequence features and subcellular localization for functional characterization of unknown protein sequences","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:738O_yMBCRsC","S Agrawal, DS Sisodia, NK Nagwani","Medical & Biological Engineering & Computing 59, 2297-2310",", 2021","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=768551732891367237","2021"
"Multi-function prediction of unknown protein sequences using multilabel classifiers and augmented sequence features","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:_xSYboBqXhAC","S Agrawal, DS Sisodia, NK Nagwani","Iranian Journal of Science and Technology, Transactions A: Science 45 (4 …",", 2021","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4294879715135033724","2021"
"A Prototype of Doctor Recommendation System Using Classification Algorithms","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:vRqMK49ujn8C","A Bhansali, NK Nagwani","2021 Emerging Trends in Industry 4.0 (ETI 4.0), 1-4",", 2021","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12092349847175084844","2021"
"A Neuro Fuzzy System Based Inflation Prediction of Agricultural Commodities","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:cFHS6HbyZ2cC","A Dutta, A Nayak, RR Panda, NK Nagwani","2020 11th International Conference on Computing, Communication and …",", 2020","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10907999892855632567","2020"
"Efficient Management of Community Question Answering Sites using Improved Spectral Clustering.","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:blknAaTinKkC","A Kumar Singh, N Kumar Nagwani, S Pandey","Journal of Digital Information Management 16 (2)",", 2018","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12980058775725177468","2018"
"Performance Evaluation of Incremental K-means Clustering Algorithm","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:eJXPG6dFmWUC","C Sanjay, NK Nagwani","Computer Science 3, 389-393",", 2014","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15400584798775197101","2014"
"Analysis and study of Incremental DBSCAN clustering algorithm","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:UxriW0iASnsC","C Sanjay, NK Nagwani","arXiv preprint arXiv: 1406 4754",", 2014","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10967339738253166370","2014"
"Systematic Review on Quality Assessment of Test Case Prioritization Techniques in Software Testing","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:3fE2CSJIrl8C","A Goyal, A Sharaff, NK Nagwani","International Proceedings of Economics Development and Research 75, 19",", 2014","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13764629233426205803","2014"
"Prof. NK Nagwani,” Analysis and Study of Incremental DBSCAN Clustering Algorithm”","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:VOx2b1Wkg3QC","S Chakrobarty","International Journal of Enterprise Computing and Business 1 (2)",", 2011","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14639897746668755286","2011"
"Analysis and study of incremental DBSCAN clustering agorithm","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:bnK-pcrLprsC","S Chakraborty, NK Nagwani","Eprint Arxiv 1 (2), 1-15",", 2011","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4586846807629844334","2011"
"Study and Analysis of Incremental Apriori Algorithm","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:Se3iqnhoufwC","NK Sharma, NK Nagwani","High Performance Architecture and Grid Computing: International Conference …",", 2011","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17641738085608153093","2011"
"OSIM: An Open Source Framework For Measuring Weighted Similarities Between Objects","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:KxtntwgDAa4C","NK Nagwani","International Journal of Emerging Technologies And Applications in …",", 2010","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4992624127757227283","2010"
"Dr. Shrish Verma Associate “A Frequent Term and Semantic Similarity based Single Document Text Summarization Algorithm”","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:dshw04ExmUIC","NK Nagwani","International Journal of Computer Applications, 0975-8887",", 0","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5456335569432744296",""
"An artificial intelligence framework on software bug triaging, technological evolution, and future challenges: A review","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:AXPGKjj_ei8C","NK Nagwani, JS Suri","International Journal of Information Management Data Insights 3 (1), 100153",", 2023","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5866626018604954886","2023"
"Impact of word embedding models on text analytics in deep learning environment: a review","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:_B80troHkn4C","DS Asudani, NK Nagwani, P Singh","Artificial Intelligence Review, 1-81",", 2023","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=151156941868078995","2023"
"Frequent item-set mining and clustering based ranked biomedical text summarization","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:wbdj-CoPYUoC","S Gupta, A Sharaff, NK Nagwani","The Journal of Supercomputing 79 (1), 139-159",", 2023","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16747879015276433760","2023"
"An Improved Software Bug Triaging Approach Based on Topic Modeling and Fuzzy Logic","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:WA5NYHcadZ8C","RR Panda, NK Nagwani","Proceedings of Third Doctoral Symposium on Computational Intelligence: DoSCI …",", 2022","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1587912645568860818","2022"
"IPSFS: Intuitionistic, pythagorean, and spherical fuzzy similarity computation package in R","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:t6usbXjVLHcC","RR Panda, NK Nagwani","Software Impacts 14, 100424",", 2022","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12616340007570670883","2022"
"Utility optimization-based multi-stakeholder personalized recommendation system","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:mvPsJ3kp5DgC","R Shrivastava, DS Sisodia, NK Nagwani","Data Technologies and Applications",", 2022","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18271001442048329540","2022"
"Stream Mining: Introduction, Tools & Techniques and Applications","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=20&pagesize=80&citation_for_view=9_TJhGEAAAAJ:4fKUyHm3Qg0C","NK Nagwani","Data Mining and Machine Learning Applications, 99-124",", 2022","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17038703901095045996","2022"
"Aspects of programming for implementation of convolutional neural networks on multisystem HPC architectures","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:08ZZubdj9fEC","S Pandey, NK Nagwani, S Verma","Journal of Physics: Conference Series 2062 (1), 012016",", 2021","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5157417195980893732","2021"
"SPIN: A Novel Hybrid Dimensionality Reduction Technique for Cervical Cancer Risk Classification","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:K3LRdlH-MEoC","H Sharma, RR Panda, NK Nagwani","2021 8th International Conference on Signal Processing and Integrated …",", 2021","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1851634411537553867","2021"
"A Study on Impact of Feature Selection on Product Valuation","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:EUQCXRtRnyEC","S Jain, NK Nagwani","2021 6th International Conference for Convergence in Technology (I2CT), 1-5",", 2021","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15732274144460381238","2021"
"Impact of Dimensionality on the Evaluation of Stream Data Clustering Algorithms","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:a0OBvERweLwC","NK Nagwani","Proceedings of Fifth International Congress on Information and Communication …",", 2021","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4328640789292414072","2021"
"KMHSO: -Means and Harmony Search-Based Optimization Algorithm for Relay Node Selection in Smart Transportation System","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:2P1L_qKh6hAC","S Pandey, R Jain, S Tripathi, NK Nagwani, S Kumar","National Academy Science Letters 42, 503-507",", 2019","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2446515437740790096","2019"
"A user ranking algorithm for efficient information management of community sites using spectral clustering and folksonomy","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:O3NaXMp0MMsC","AK Singh, NK Nagwani, S Pandey","Journal of Information Science 45 (5), 592-606",", 2019","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7098569023345132645","2019"
"Neuro-Fuzzy Approach for Reconstruction of 3-D Spine Model Using 2-D Spine Images and Human Anatomy","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:3s1wT3WcHBgC","S Agrawal, DS Sisodia, NK Nagwani","Next Generation Computing Technologies on Computational Intelligence: 4th …",", 2019","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11637205217423242353","2019"
"Detection and classification of noise using bark domain features","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:NMxIlDl6LWMC","S Mohdiwale, TP Sahu, RK Chaurasia, NK Nagwani, S Verma","Proceedings of the 6th International Conference on Communications and …",", 2018","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14904929558480971245","2018"
"Abnormal activity detection in forest reserve using cumulative short time fourier transform features","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:YFjsv_pBGBYC","S Mohdiwale, TP Sahu, NK Nagwani, RK Chaurasia, S Verma","2017 International Conference on Intelligent Sustainable Systems (ICISS …",", 2017","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9206599215122503854","2017"
"On visualizing the price distribution information of rice. And wheat across India","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:Wp0gIr-vW9MC","NK Nagwani, K Verma, S Verma","Int. J. Eng. Res. Sci. Technol 4 (1), 145-152",", 2015","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11718176456427217217","2015"
"Adopting E-learning and social networking in medical education","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:Zph67rFs4hoC","NK Nagwani, D Bhawnani","KMJ-Kuwait Medical Journal 46 (2), 163-164",", 2014","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17194102850775326140","2014"
"An Open Source Multi Agent System for Data Preprocessing of Online Software Bug Repositories","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:ufrVoPGSRksC","NK Nagwani","International Journal of Computer Applications 1 (8), 55-59",", 2010","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13005302836664969758","2010"
"An Open Source Framework for Data Pre-Processing of Online Software Bug Repositories","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:qjMakFHDy7sC","NK Nagwani, S Verma","CiiT International Journal of Data Mining Knowledge Engineering 1 (7), 329-338",", 2009","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11757522715647339571","2009"
"Graph Ranked Clustering Based Biomedical Text Summarization Using Top k Similarity.","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:eq2jaN3J8jMC","S Gupta, A Sharaff, NK Nagwani","Computer Systems Science & Engineering 46 (1)",", 2023","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2023"
"An intuitionistic fuzzy representation based software bug severity prediction approach for imbalanced severity classes","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:JoZmwDi-zQgC","RR Panda, NK Nagwani","Engineering Applications of Artificial Intelligence 122, 106110",", 2023","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2023"
"On Diverse and Serendipitous Item Recommendation: A Reinforced Similarity and Multi-objective Optimization-Based Composite Recommendation Framework","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:5awf1xo2G04C","R Shrivastava, DS Sisodia, NK Nagwani","Machine Intelligence Techniques for Data Analysis and Signal Processing …",", 2023","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2023"
"Detecting influential nodes with topological structure via Graph Neural Network approach in social networks","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:dTyEYWd-f8wC","R Bhattacharya, NK Nagwani, S Tripathi","International Journal of Information Technology, 1-14",", 2023","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2023"
"Fuzzy Logic Based Computational Technique for Analyzing Software Bug Repository","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:Mojj43d5GZwC","RR Panda, NK Nagwani","Computational Intelligence Applications for Software Engineering Problems …",", 2023","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2023"
"CommunityGCN: community detection using node classification with graph convolution network","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:tkaPQYYpVKoC","R Bhattacharya, NK Nagwani, S Tripathi","Data Technologies and Applications",", 2023","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2023"
"Fuzzy modelling techniques for improving multi-label classification of software bugs","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:WqliGbK-hY8C","RR Panda, NK Nagwani","International Journal of Innovative Computing and Applications 14 (3), 141-154",", 2023","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2023"
"An Unsupervised Attack Detection Approach for Software Defined Networks","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:Y5dfb0dijaUC","RK Chouhan, M Atulkar, NK Nagwani","2022 International Conference on Augmented Intelligence and Sustainable …",", 2022","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2022"
"Functional characterization of unknown protein sequences using Neuro-Fuzzy based machine learning approach and sequence augmented feature","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:1qzjygNMrQYC","S Agrawal, DS Sisodia, NK Nagwani","Expert Systems with Applications 205, 117760",", 2022","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2022"
"A hybrid approach for predicting missing follower–followee links in social networks using topological features with ensemble learning","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:5ugPr518TE4C","R Bhattacharya, NK Nagwani, S Tripathi","Data Technologies and Applications, 1-23",", 2022","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2022"
"A Novel Approach for Bug Triaging Using TOPSIS","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:PELIpwtuRlgC","P Rathoriya, RR Panda, NK Nagwani","International Conference on Frontiers of Intelligent Computing: Theory and …",", 2022","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2022"
"A Clustering and TOPSIS-Based Developer Ranking Model for Decision-Making in Software Bug Triaging","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:SdhP9T11ey4C","P Rathoriya, RR Panda, NK Nagwani","International Conference on Machine Intelligence and Signal Processing, 139-150",", 2022","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2022"
"Function Characterization of Unknown Protein Sequences Using One Hot Encoding and Convolutional Neural Network Based Model","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:9vf0nzSNQJEC","S Agrawal, DS Sisodia, NK Nagwani","International Conference on Machine Intelligence and Signal Processing, 267-277",", 2022","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2022"
"Fair Exposure: A Multi-stakeholder Personalized Recommendation System Based on Multi-objective Optimization","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:WbkHhVStYXYC","R Shrivastava, DS Sisodia, NK Nagwani","Information Systems and Management Science: Conference Proceedings of 3rd …",", 2022","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2022"
"Comparative evaluation of performance and scalability of convolutional neural network implementations on a multisystem HPC architecture","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:tOudhMTPpwUC","S Pandey, NK Nagwani, S Verma","Journal of Physics: Conference Series 2062 (1), 012008",", 2021","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2021"
"PageRank–Based Extractive Text Summarization","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:CHSYGLWDkRkC","S Gupta, A Sharaff, NK Nagwani","Data Science and Its Applications, 315-330",", 2021","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2021"
"Analysis and design of high performance deep learning algorithm: Convolutional neural networks","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:Tiz5es2fbqcC","P S, N NK, V S","International Journal of Engineering Trends and Technology 69 (6), 216-224",", 2021","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2021"
"Product Recommendation using User Preference and Online Opinion Reviews","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:uWQEDVKXjbEC","S Jain, NK Nagwani","2021 2nd International Conference for Emerging Technology (INCET), 1-5",", 2021","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2021"
"Generic document summarization approach based on controlled stochastic sentence selection","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:p2g8aNsByqUC","S Gupta","Turkish Journal of Computer and Mathematics Education (TURCOMAT) 12 (11 …",", 2021","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2021"
"Parallel and scalable deep learning algorithms for high performance computing architectures","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:XiSMed-E-HIC","P S, VS Nagwani NK","International Journal of Engineering Trends and Technology 69 (4), 236-246",", 2021","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2021"
"Biomedical Text Summarization Based on the Itemset Mining Approach","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9_TJhGEAAAAJ&cstart=100&pagesize=100&citation_for_view=9_TJhGEAAAAJ:u9iWguZQMMsC","S Gupta, A Sharaff, NK Nagwani","New Opportunities for Sentiment Analysis and Information Processing, 140-152",", 2021","","https://scholar.google.com/citations?user=9_TJhGEAAAAJ&hl=en&oi=ao","2021"
